date,product_category,product_name,units_sold,units_returned,price,discount_percentage,revenue,platform,location
2020-07-29,Vitamins,SlimFast,3.0,1.0,10.99,0.0,32.97,Instore,Los Angeles
2020-04-15,Energy Drinks,SuperVita,11.0,1.0,12.5,20.0,0.0,Online,Houston
2020-12-09,Energy Drinks,SuperVita,11.0,1.0,15.0,20.0,0.0,Mobile App,Chicago
2020-06-03,Sleep Aids,SuperVita,26.0,1.0,15.0,50.0,195.0,Online,Houston
2020-03-18,Energy Drinks,SuperVita,2.0,0.0,12.5,50.0,12.5,Mobile App,Phoenix
2020-09-02,Immunity Boosters,DreamRest,0.0,0.0,9.99,50.0,0.0,Mobile App,New York
2020-09-30,Sleep Aids,DreamRest,11.0,1.0,10.99,20.0,0.0,Instore,New York
2020-06-17,Vitamins,SlimFast,0.0,1.0,10.99,50.0,0.0,Mobile App,Los Angeles
2020-01-08,Weight Loss,SlimFast,19.0,1.0,12.5,105.0,-11.875,Online,Phoenix
2020-06-03,Sleep Aids,SuperVita,11.0,1.0,12.5,20.0,0.0,Instore,Chicago
2020-05-06,Protein,SlimFast,0.0,2.0,10.99,25.0,0.0,Mobile App,Chicago
2020-01-15,Sleep Aids,SlimFast,0.0,2.0,12.5,25.0,0.0,Online,Los Angeles
2020-07-22,Weight Loss,SlimFast,30.0,2.0,15.0,105.0,-22.5,Online,Chicago
2020-11-18,Protein,SlimFast,11.0,1.0,12.5,20.0,0.0,Instore,New York
2020-07-22,Weight Loss,DreamRest,42.0,1.0,9.99,10.0,377.622,Online,Los Angeles
2020-08-26,Energy Drinks,SlimFast,0.0,1.0,15.0,50.0,0.0,Instore,Los Angeles
2020-08-19,Weight Loss,SuperVita,11.0,1.0,12.5,20.0,0.0,Instore,Phoenix
2020-11-25,Protein,SlimFast,0.0,1.0,9.99,20.0,0.0,Online,Houston
2020-11-25,Weight Loss,DreamRest,0.0,0.0,10.99,0.0,0.0,Online,New York
2020-01-22,Vitamins,DreamRest,0.0,1.0,12.5,20.0,0.0,Online,New York
2020-09-30,Immunity Boosters,SuperVita,31.0,1.0,15.0,20.0,372.0,Online,Chicago
2020-03-04,Vitamins,SlimFast,11.0,2.0,12.5,0.0,137.5,Instore,Chicago
2020-07-15,Vitamins,PowerFuel,25.0,1.0,9.99,10.0,224.775,Online,New York
2020-07-15,Protein,SuperVita,2.0,1.0,15.0,20.0,24.0,Online,New York
2020-01-29,Immunity Boosters,ImmunoPro,44.0,1.0,10.99,0.0,483.56,Instore,Houston
2020-10-07,Sleep Aids,MuscleMax,23.0,0.0,12.5,50.0,0.0,Online,Chicago
2020-06-10,Protein,ImmunoPro,0.0,1.0,15.0,10.0,0.0,Online,Houston
2020-11-04,Weight Loss,SlimFast,11.0,2.0,9.99,20.0,0.0,Online,New York
2020-02-09,Immunity Boosters,SuperVita,0.0,2.0,9.99,10.0,0.0,Online,Los Angeles
2020-06-17,Sleep Aids,ImmunoPro,45.0,2.0,15.0,0.0,675.0,Mobile App,Los Angeles
2020-07-01,Protein,DreamRest,47.0,1.0,12.5,25.0,440.625,Mobile App,Phoenix
2020-02-05,Sleep Aids,MuscleMax,43.0,1.0,10.99,0.0,472.57,Instore,Los Angeles
2020-04-15,Energy Drinks,MuscleMax,0.0,0.0,10.99,0.0,0.0,Instore,New York
2020-11-25,Immunity Boosters,MuscleMax,10.0,2.0,10.99,50.0,54.95,Online,New York
2020-11-11,Sleep Aids,MuscleMax,0.0,0.0,10.99,25.0,0.0,Instore,Houston
2020-01-04,Vitamins,SlimFast,11.0,1.0,12.5,20.0,0.0,Online,Chicago
2020-07-29,Sleep Aids,SuperVita,0.0,1.0,10.99,0.0,0.0,Instore,Houston
2020-04-22,Immunity Boosters,SlimFast,0.0,0.0,12.5,10.0,0.0,Mobile App,Houston
2020-03-11,Immunity Boosters,ImmunoPro,39.0,1.0,15.0,10.0,526.5,Online,Phoenix
2020-06-03,Immunity Boosters,SuperVita,42.0,2.0,12.5,0.0,525.0,Online,Los Angeles
2020-08-05,Sleep Aids,SuperVita,40.0,0.0,9.99,0.0,399.6,Instore,Los Angeles
2020-05-20,Energy Drinks,MuscleMax,37.0,2.0,9.99,20.0,295.704,Instore,Chicago
2020-06-10,Weight Loss,DreamRest,11.0,1.0,12.5,10.0,0.0,Online,New York
2020-07-01,Weight Loss,DreamRest,26.0,1.0,9.99,10.0,233.766,Instore,Los Angeles
2020-07-01,Protein,DreamRest,0.0,1.0,15.0,0.0,0.0,Online,Chicago
2020-03-04,Protein,SlimFast,0.0,1.0,9.99,10.0,0.0,Mobile App,New York
2020-03-25,Weight Loss,PowerFuel,20.0,1.0,12.5,25.0,187.5,Mobile App,Chicago
2020-07-08,Protein,SuperVita,0.0,2.0,10.99,0.0,0.0,Mobile App,Chicago
2020-09-23,Protein,SuperVita,14.0,1.0,10.99,20.0,123.088,Instore,Chicago
2020-05-27,Sleep Aids,SlimFast,0.0,1.0,12.5,50.0,0.0,Mobile App,New York
2020-11-18,Sleep Aids,PowerFuel,24.0,0.0,10.99,25.0,197.82,Mobile App,Los Angeles
2020-04-15,Energy Drinks,SlimFast,21.0,2.0,12.5,20.0,0.0,Mobile App,New York
2020-11-04,Protein,DreamRest,11.0,1.0,12.5,10.0,0.0,Instore,Chicago
2020-09-09,Vitamins,DreamRest,0.0,1.0,12.5,50.0,0.0,Mobile App,Los Angeles
2020-08-19,Immunity Boosters,ImmunoPro,5.0,1.0,12.5,0.0,62.5,Mobile App,Chicago
2020-06-10,Vitamins,SuperVita,0.0,0.0,15.0,20.0,0.0,Mobile App,Chicago
2020-09-02,Energy Drinks,DreamRest,32.0,1.0,12.5,10.0,0.0,Instore,Houston
2020-09-23,Energy Drinks,SuperVita,11.0,1.0,12.5,20.0,0.0,Instore,Los Angeles
2020-07-08,Vitamins,ImmunoPro,0.0,1.0,15.0,0.0,0.0,Online,Los Angeles
2020-02-05,Protein,SuperVita,41.0,1.0,12.5,50.0,256.25,Online,New York
2020-02-12,Weight Loss,ImmunoPro,13.0,2.0,12.5,50.0,81.25,Instore,New York
2020-01-08,Energy Drinks,SuperVita,0.0,2.0,9.99,50.0,0.0,Online,Los Angeles
2020-10-14,Protein,DreamRest,0.0,2.0,15.0,50.0,0.0,Mobile App,New York
2020-12-08,Sleep Aids,PowerFuel,0.0,0.0,12.5,10.0,0.0,Online,Chicago
2020-11-11,Energy Drinks,DreamRest,11.0,1.0,15.0,20.0,0.0,Online,Chicago
2020-06-24,Immunity Boosters,SlimFast,42.0,1.0,12.5,20.0,0.0,Online,Houston
2020-07-15,Energy Drinks,SlimFast,0.0,1.0,10.99,0.0,0.0,Instore,Houston
2020-07-29,Protein,SlimFast,0.0,1.0,15.0,20.0,0.0,Online,Los Angeles
2020-01-08,Energy Drinks,SuperVita,2.0,1.0,10.99,0.0,21.98,Instore,New York
2020-04-01,Weight Loss,SuperVita,0.0,1.0,15.0,50.0,0.0,Instore,Los Angeles
2020-04-01,Vitamins,ImmunoPro,18.0,1.0,9.99,10.0,161.838,Instore,Phoenix
2020-05-27,Energy Drinks,SlimFast,8.0,1.0,10.99,25.0,65.94,Mobile App,Los Angeles
2020-04-01,Vitamins,SlimFast,11.0,1.0,12.5,20.0,0.0,Instore,Phoenix
2020-11-04,Immunity Boosters,ImmunoPro,24.0,0.0,12.5,50.0,150.0,Mobile App,Houston
2020-12-08,Vitamins,SlimFast,12.0,1.0,9.99,105.0,-5.994,Online,New York
2020-07-22,Immunity Boosters,PowerFuel,32.0,1.0,12.5,20.0,0.0,Instore,Houston
2020-01-29,Vitamins,SuperVita,0.0,0.0,15.0,0.0,0.0,Mobile App,Chicago
2020-06-17,Protein,MuscleMax,4.0,1.0,12.5,25.0,37.5,Instore,New York
2020-01-29,Sleep Aids,SuperVita,0.0,0.0,15.0,10.0,0.0,Mobile App,Chicago
2020-12-23,Vitamins,SuperVita,0.0,0.0,10.99,0.0,0.0,Instore,Houston
2020-07-22,Immunity Boosters,ImmunoPro,0.0,1.0,9.99,0.0,0.0,Instore,Chicago
2020-01-04,Sleep Aids,SlimFast,11.0,1.0,9.99,20.0,0.0,Online,Los Angeles
2020-03-18,Immunity Boosters,SuperVita,11.0,2.0,15.0,20.0,0.0,Online,Houston
2020-12-23,Sleep Aids,ImmunoPro,11.0,1.0,10.99,20.0,0.0,Online,Los Angeles
2020-09-02,Weight Loss,SlimFast,0.0,2.0,15.0,0.0,0.0,Mobile App,New York
2020-07-22,Immunity Boosters,PowerFuel,24.0,1.0,12.5,10.0,0.0,Mobile App,New York
2020-07-01,Weight Loss,DreamRest,30.0,2.0,12.5,0.0,375.0,Instore,Chicago
2020-10-28,Energy Drinks,SlimFast,6.0,1.0,15.0,20.0,72.0,Instore,Chicago
2020-07-15,Sleep Aids,PowerFuel,3.0,1.0,12.5,50.0,18.75,Mobile App,Chicago
2020-12-23,Protein,SlimFast,6.0,0.0,12.5,50.0,0.0,Online,Los Angeles
2020-09-09,Immunity Boosters,PowerFuel,0.0,2.0,9.99,0.0,0.0,Mobile App,New York
2020-09-02,Immunity Boosters,SlimFast,15.0,1.0,10.99,10.0,148.365,Instore,Chicago
2020-03-04,Protein,SuperVita,0.0,1.0,12.5,0.0,0.0,Instore,Phoenix
2020-04-15,Energy Drinks,SlimFast,0.0,1.0,10.99,0.0,0.0,Online,Phoenix
2020-02-19,Sleep Aids,MuscleMax,5.0,1.0,10.99,25.0,41.21250000000001,Mobile App,Los Angeles
2020-01-01,Energy Drinks,DreamRest,25.0,1.0,15.0,25.0,281.25,Mobile App,Chicago
2020-10-07,Vitamins,SuperVita,3.0,2.0,15.0,0.0,45.0,Mobile App,Chicago
2020-12-23,Immunity Boosters,MuscleMax,28.0,1.0,10.99,25.0,230.79,Online,Chicago
2020-12-02,Weight Loss,ImmunoPro,11.0,0.0,12.5,20.0,0.0,Instore,Los Angeles
2020-07-22,Energy Drinks,SlimFast,39.0,0.0,15.0,20.0,468.0,Mobile App,Chicago
2020-04-01,Vitamins,SuperVita,0.0,1.0,10.99,50.0,0.0,Online,Los Angeles
2020-08-12,Energy Drinks,SlimFast,11.0,2.0,12.5,0.0,0.0,Instore,Chicago
2020-03-18,Energy Drinks,PowerFuel,3.0,1.0,15.0,25.0,33.75,Online,Chicago
2020-01-29,Weight Loss,SlimFast,1.0,1.0,9.99,0.0,9.99,Mobile App,Chicago
2020-04-08,Sleep Aids,SuperVita,15.0,0.0,10.99,10.0,148.365,Instore,Chicago
2020-11-25,Immunity Boosters,SuperVita,29.0,2.0,9.99,0.0,289.71,Instore,New York
2020-10-07,Weight Loss,SuperVita,3.0,1.0,12.5,20.0,0.0,Online,Los Angeles
2020-01-29,Sleep Aids,DreamRest,31.0,1.0,12.5,10.0,348.75,Online,New York
2020-11-03,Protein,SlimFast,29.0,1.0,15.0,25.0,326.25,Online,Chicago
2020-09-16,Immunity Boosters,SuperVita,0.0,1.0,15.0,10.0,0.0,Instore,Los Angeles
2020-01-01,Immunity Boosters,SuperVita,8.0,1.0,12.5,0.0,0.0,Mobile App,Chicago
2020-05-20,Weight Loss,SlimFast,13.0,1.0,9.99,10.0,116.883,Online,Chicago
2020-06-17,Sleep Aids,MuscleMax,11.0,1.0,12.5,20.0,0.0,Online,Chicago
2020-08-12,Vitamins,PowerFuel,16.0,2.0,12.5,0.0,200.0,Mobile App,Los Angeles
2020-01-22,Vitamins,DreamRest,50.0,0.0,12.5,105.0,-31.25,Instore,New York
2020-06-24,Protein,PowerFuel,31.0,1.0,12.5,50.0,193.75,Mobile App,Phoenix
2020-08-05,Weight Loss,SuperVita,11.0,1.0,10.99,20.0,0.0,Instore,New York
2020-06-10,Energy Drinks,SuperVita,42.0,2.0,12.5,50.0,0.0,Mobile App,Phoenix
2020-07-29,Weight Loss,PowerFuel,31.0,0.0,9.99,20.0,247.752,Mobile App,Los Angeles
2020-04-22,Energy Drinks,ImmunoPro,0.0,2.0,15.0,10.0,0.0,Mobile App,Houston
2020-06-03,Protein,DreamRest,34.0,2.0,15.0,50.0,255.0,Online,Houston
2020-12-09,Protein,ImmunoPro,13.0,1.0,12.5,20.0,0.0,Instore,Chicago
2020-09-16,Vitamins,ImmunoPro,11.0,1.0,12.5,20.0,0.0,Instore,New York
2020-03-18,Weight Loss,DreamRest,16.0,1.0,15.0,50.0,120.0,Online,New York
2020-03-04,Vitamins,ImmunoPro,8.0,1.0,9.99,0.0,79.92,Online,Houston
2020-12-23,Weight Loss,SuperVita,36.0,1.0,12.5,25.0,0.0,Instore,Phoenix
2020-01-22,Sleep Aids,SuperVita,0.0,1.0,9.99,25.0,0.0,Mobile App,Los Angeles
2020-02-26,Energy Drinks,SuperVita,0.0,2.0,10.99,50.0,0.0,Mobile App,Phoenix
2020-02-26,Sleep Aids,SlimFast,0.0,1.0,10.99,0.0,0.0,Online,New York
2020-09-30,Energy Drinks,SlimFast,11.0,1.0,12.5,50.0,0.0,Mobile App,Phoenix
2020-09-02,Protein,PowerFuel,2.0,1.0,12.5,0.0,25.0,Online,Houston
2020-08-26,Protein,MuscleMax,37.0,1.0,10.99,0.0,406.63,Instore,Los Angeles
2020-04-08,Immunity Boosters,PowerFuel,0.0,2.0,10.99,0.0,0.0,Instore,Phoenix
2020-07-08,Immunity Boosters,SlimFast,11.0,1.0,10.99,20.0,0.0,Online,Los Angeles
2020-11-11,Protein,SlimFast,40.0,0.0,12.5,20.0,0.0,Mobile App,Houston
2020-10-28,Immunity Boosters,DreamRest,11.0,1.0,12.5,50.0,0.0,Online,Chicago
2020-09-23,Protein,MuscleMax,39.0,1.0,9.99,10.0,350.649,Instore,New York
2020-06-03,Protein,ImmunoPro,15.0,1.0,9.99,0.0,149.85,Instore,Houston
2020-10-14,Weight Loss,SuperVita,25.0,2.0,9.99,0.0,249.75,Online,Los Angeles
2020-11-18,Weight Loss,MuscleMax,28.0,2.0,12.5,20.0,280.0,Mobile App,Phoenix
2020-07-29,Protein,SlimFast,3.0,2.0,10.99,0.0,32.97,Instore,Los Angeles
2020-11-11,Vitamins,SuperVita,0.0,1.0,15.0,25.0,0.0,Instore,Phoenix
2020-03-04,Energy Drinks,PowerFuel,15.0,2.0,12.5,50.0,93.75,Online,Houston
2020-02-05,Immunity Boosters,PowerFuel,19.0,1.0,12.5,10.0,213.75,Online,Houston
2020-09-23,Vitamins,MuscleMax,11.0,1.0,10.99,20.0,0.0,Online,New York
2020-11-18,Immunity Boosters,PowerFuel,11.0,2.0,12.5,20.0,0.0,Mobile App,New York
2020-08-12,Vitamins,SlimFast,0.0,0.0,9.99,10.0,0.0,Instore,Houston
2020-09-23,Immunity Boosters,ImmunoPro,11.0,1.0,12.5,20.0,0.0,Online,Houston
2020-03-11,Vitamins,MuscleMax,0.0,0.0,15.0,25.0,0.0,Mobile App,Chicago
2020-10-28,Immunity Boosters,SlimFast,34.0,1.0,15.0,0.0,510.0,Mobile App,Los Angeles
2020-12-02,Weight Loss,PowerFuel,33.0,1.0,10.99,10.0,326.403,Online,New York
2020-05-13,Weight Loss,SlimFast,25.0,2.0,10.99,20.0,219.8,Online,Houston
2020-02-12,Weight Loss,PowerFuel,0.0,2.0,9.99,10.0,0.0,Instore,New York
2020-04-08,Energy Drinks,SuperVita,26.0,1.0,15.0,10.0,351.0,Online,Chicago
2020-07-01,Protein,PowerFuel,0.0,2.0,15.0,0.0,0.0,Mobile App,Chicago
2020-06-17,Weight Loss,MuscleMax,39.0,2.0,12.5,50.0,0.0,Online,New York
2020-07-29,Energy Drinks,SlimFast,0.0,0.0,10.99,10.0,0.0,Instore,Phoenix
2020-01-22,Protein,DreamRest,2.0,1.0,15.0,0.0,30.0,Mobile App,Chicago
2020-06-03,Energy Drinks,DreamRest,0.0,1.0,9.99,25.0,0.0,Mobile App,New York
2020-10-21,Sleep Aids,MuscleMax,10.0,2.0,9.99,105.0,-4.995000000000005,Instore,Phoenix
2020-03-04,Protein,MuscleMax,40.0,2.0,9.99,10.0,359.64,Online,New York
2020-05-13,Protein,SlimFast,0.0,1.0,12.5,25.0,0.0,Mobile App,Phoenix
2020-01-04,Vitamins,PowerFuel,3.0,1.0,10.99,10.0,29.673,Online,Chicago
2020-10-28,Vitamins,SuperVita,22.0,1.0,15.0,50.0,165.0,Mobile App,New York
2020-10-07,Immunity Boosters,PowerFuel,43.0,1.0,12.5,10.0,483.75,Online,Los Angeles
2020-07-29,Immunity Boosters,ImmunoPro,32.0,0.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-03-04,Protein,SlimFast,11.0,0.0,12.5,50.0,0.0,Mobile App,Los Angeles
2020-11-25,Immunity Boosters,DreamRest,0.0,1.0,12.5,50.0,0.0,Online,Los Angeles
2020-12-09,Vitamins,SlimFast,26.0,1.0,9.99,25.0,194.805,Online,New York
2020-06-10,Protein,SuperVita,32.0,1.0,12.5,25.0,300.0,Online,Houston
2020-05-06,Protein,DreamRest,11.0,1.0,9.99,0.0,109.89,Online,Los Angeles
2020-05-02,Sleep Aids,SuperVita,10.0,1.0,10.99,0.0,109.9,Instore,Chicago
2020-01-22,Protein,SuperVita,9.0,2.0,15.0,105.0,-6.75,Mobile App,Los Angeles
2020-01-15,Energy Drinks,DreamRest,0.0,1.0,10.99,0.0,0.0,Mobile App,New York
2020-03-25,Weight Loss,SuperVita,7.0,1.0,15.0,50.0,52.5,Mobile App,Los Angeles
2020-09-30,Vitamins,SuperVita,39.0,1.0,12.5,0.0,0.0,Online,Houston
2020-11-04,Weight Loss,DreamRest,0.0,1.0,9.99,20.0,0.0,Mobile App,Phoenix
2020-05-06,Weight Loss,SlimFast,16.0,2.0,12.5,10.0,180.0,Online,Chicago
2020-11-11,Vitamins,SuperVita,0.0,1.0,10.99,25.0,0.0,Instore,Chicago
2020-11-18,Energy Drinks,DreamRest,0.0,1.0,9.99,25.0,0.0,Online,Phoenix
2020-11-11,Weight Loss,SuperVita,0.0,1.0,12.5,20.0,0.0,Online,New York
2020-01-15,Energy Drinks,SlimFast,12.0,1.0,9.99,0.0,119.88,Instore,New York
2020-07-15,Energy Drinks,SlimFast,43.0,1.0,12.5,0.0,537.5,Instore,Phoenix
2020-01-07,Energy Drinks,PowerFuel,11.0,1.0,12.5,50.0,0.0,Online,Phoenix
2020-03-25,Weight Loss,SuperVita,11.0,2.0,15.0,20.0,0.0,Mobile App,New York
2020-05-27,Weight Loss,SlimFast,11.0,2.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-08-19,Immunity Boosters,SlimFast,11.0,1.0,12.5,50.0,0.0,Mobile App,Chicago
2020-01-15,Vitamins,SlimFast,0.0,1.0,9.99,25.0,0.0,Mobile App,Houston
2020-05-20,Protein,SuperVita,17.0,0.0,12.5,105.0,-10.625,Mobile App,Phoenix
2020-06-24,Immunity Boosters,SlimFast,0.0,1.0,12.5,25.0,0.0,Online,Los Angeles
2020-01-22,Energy Drinks,SlimFast,2.0,1.0,10.99,25.0,16.485,Mobile App,Houston
2020-08-26,Energy Drinks,MuscleMax,16.0,1.0,15.0,10.0,216.0,Mobile App,Houston
2020-01-01,Vitamins,DreamRest,0.0,1.0,10.99,0.0,0.0,Instore,Phoenix
2020-03-11,Sleep Aids,ImmunoPro,11.0,1.0,12.5,20.0,0.0,Instore,New York
2020-02-12,Energy Drinks,ImmunoPro,11.0,0.0,12.5,20.0,0.0,Online,New York
2020-04-15,Energy Drinks,PowerFuel,8.0,2.0,10.99,50.0,43.96,Mobile App,Chicago
2020-08-12,Sleep Aids,ImmunoPro,6.0,0.0,15.0,10.0,81.0,Online,Houston
2020-08-26,Sleep Aids,SuperVita,0.0,0.0,12.5,10.0,0.0,Mobile App,Chicago
2020-08-19,Immunity Boosters,SlimFast,31.0,0.0,15.0,0.0,465.0,Online,Los Angeles
2020-02-12,Weight Loss,SlimFast,11.0,1.0,9.99,20.0,0.0,Mobile App,Los Angeles
2020-11-25,Sleep Aids,SuperVita,36.0,1.0,15.0,105.0,-27.0,Mobile App,Houston
2020-01-15,Protein,SuperVita,37.0,0.0,15.0,105.0,-27.75,Mobile App,Los Angeles
2020-11-25,Energy Drinks,SuperVita,11.0,0.0,12.5,50.0,0.0,Mobile App,Los Angeles
2020-09-16,Weight Loss,DreamRest,0.0,2.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-06-05,Vitamins,SuperVita,0.0,2.0,9.99,10.0,0.0,Mobile App,New York
2020-07-01,Immunity Boosters,DreamRest,5.0,2.0,15.0,25.0,56.25,Online,New York
2020-05-06,Sleep Aids,MuscleMax,0.0,2.0,10.99,0.0,0.0,Mobile App,New York
2020-05-20,Protein,SlimFast,0.0,1.0,10.99,20.0,0.0,Mobile App,Los Angeles
2020-12-23,Immunity Boosters,ImmunoPro,36.0,0.0,9.99,0.0,359.64,Online,Phoenix
2020-01-07,Energy Drinks,ImmunoPro,0.0,1.0,10.99,0.0,0.0,Mobile App,New York
2020-02-12,Vitamins,SuperVita,24.0,1.0,10.99,20.0,211.008,Instore,Houston
2020-02-05,Protein,MuscleMax,11.0,1.0,12.5,20.0,0.0,Instore,Chicago
2020-03-11,Sleep Aids,SlimFast,0.0,1.0,15.0,50.0,0.0,Instore,Houston
2020-08-05,Vitamins,SlimFast,14.0,1.0,12.5,20.0,0.0,Mobile App,Chicago
2020-06-24,Weight Loss,ImmunoPro,11.0,1.0,10.99,20.0,0.0,Online,Phoenix
2020-10-14,Vitamins,MuscleMax,0.0,2.0,12.5,50.0,0.0,Instore,Los Angeles
2020-10-21,Sleep Aids,SuperVita,11.0,0.0,10.99,20.0,0.0,Online,Chicago
2020-04-01,Vitamins,SuperVita,0.0,0.0,10.99,25.0,0.0,Online,New York
2020-04-01,Protein,MuscleMax,24.0,1.0,9.99,105.0,-11.988,Mobile App,Phoenix
2020-07-15,Sleep Aids,PowerFuel,14.0,2.0,12.5,0.0,175.0,Instore,Houston
2020-08-05,Energy Drinks,SlimFast,4.0,0.0,9.99,25.0,29.97,Instore,New York
2020-12-16,Vitamins,SuperVita,34.0,1.0,9.99,0.0,339.66,Mobile App,Chicago
2020-05-06,Weight Loss,SuperVita,0.0,1.0,9.99,20.0,0.0,Mobile App,Houston
2020-07-15,Energy Drinks,SuperVita,25.0,1.0,9.99,10.0,224.775,Online,Chicago
2020-01-08,Sleep Aids,SuperVita,11.0,1.0,12.5,20.0,0.0,Instore,Los Angeles
2020-04-29,Immunity Boosters,ImmunoPro,11.0,2.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-08-01,Vitamins,SlimFast,19.0,1.0,12.5,20.0,0.0,Mobile App,Chicago
2020-10-07,Immunity Boosters,SuperVita,11.0,2.0,12.5,25.0,0.0,Mobile App,New York
2020-01-01,Protein,MuscleMax,47.0,1.0,15.0,105.0,-35.25,Mobile App,Houston
2020-10-07,Immunity Boosters,DreamRest,7.0,1.0,12.5,10.0,0.0,Instore,New York
2020-01-15,Energy Drinks,SuperVita,0.0,1.0,15.0,25.0,0.0,Instore,Los Angeles
2020-02-09,Vitamins,MuscleMax,11.0,1.0,9.99,20.0,0.0,Online,Houston
2020-07-22,Sleep Aids,MuscleMax,7.0,1.0,12.5,105.0,-4.375,Instore,Houston
2020-10-06,Energy Drinks,SuperVita,38.0,0.0,15.0,105.0,-28.5,Mobile App,Chicago
2020-01-04,Protein,MuscleMax,6.0,1.0,12.5,20.0,0.0,Instore,Houston
2020-01-15,Energy Drinks,PowerFuel,11.0,1.0,12.5,20.0,0.0,Online,New York
2020-12-02,Immunity Boosters,SlimFast,37.0,0.0,9.99,105.0,-18.48150000000004,Mobile App,New York
2020-12-02,Sleep Aids,PowerFuel,11.0,1.0,10.99,20.0,0.0,Mobile App,Houston
2020-03-18,Protein,SuperVita,0.0,1.0,12.5,10.0,0.0,Instore,Phoenix
2020-07-22,Weight Loss,SlimFast,11.0,0.0,10.99,20.0,0.0,Instore,Houston
2020-06-10,Energy Drinks,SlimFast,0.0,1.0,9.99,25.0,0.0,Online,Chicago
2020-10-06,Protein,SlimFast,0.0,1.0,12.5,0.0,0.0,Instore,Los Angeles
2020-02-12,Sleep Aids,PowerFuel,18.0,1.0,12.5,0.0,225.0,Mobile App,Houston
2020-07-15,Immunity Boosters,SuperVita,18.0,2.0,12.5,10.0,0.0,Instore,New York
2020-03-25,Weight Loss,SuperVita,0.0,1.0,10.99,10.0,0.0,Instore,Los Angeles
2020-09-02,Sleep Aids,PowerFuel,11.0,1.0,12.5,20.0,0.0,Instore,Houston
2020-01-22,Immunity Boosters,MuscleMax,11.0,2.0,12.5,50.0,0.0,Online,Phoenix
2020-04-22,Protein,PowerFuel,3.0,1.0,12.5,10.0,33.75,Instore,Los Angeles
2020-08-19,Weight Loss,MuscleMax,0.0,2.0,9.99,10.0,0.0,Instore,Phoenix
2020-05-27,Vitamins,SuperVita,0.0,0.0,10.99,20.0,0.0,Instore,Los Angeles
2020-02-05,Weight Loss,MuscleMax,29.0,0.0,12.5,0.0,0.0,Instore,Chicago
2020-06-03,Sleep Aids,MuscleMax,33.0,2.0,15.0,10.0,445.5,Online,Chicago
2020-09-23,Immunity Boosters,SuperVita,19.0,1.0,10.99,10.0,187.929,Instore,Phoenix
2020-08-12,Vitamins,DreamRest,25.0,0.0,12.5,25.0,0.0,Online,New York
2020-01-15,Vitamins,ImmunoPro,16.0,2.0,15.0,0.0,240.0,Mobile App,Phoenix
2020-08-19,Weight Loss,MuscleMax,16.0,1.0,15.0,50.0,120.0,Instore,New York
2020-06-10,Energy Drinks,ImmunoPro,11.0,0.0,12.5,20.0,0.0,Online,Chicago
2020-01-22,Protein,SlimFast,39.0,1.0,15.0,0.0,585.0,Online,Chicago
2020-02-26,Energy Drinks,SuperVita,8.0,2.0,12.5,0.0,0.0,Mobile App,New York
2020-04-22,Energy Drinks,PowerFuel,36.0,1.0,12.5,50.0,225.0,Instore,Los Angeles
2020-11-11,Immunity Boosters,MuscleMax,26.0,1.0,12.5,105.0,-16.25,Online,Chicago
2020-11-04,Sleep Aids,ImmunoPro,11.0,1.0,12.5,20.0,0.0,Instore,Phoenix
2020-07-01,Vitamins,SlimFast,11.0,2.0,12.5,25.0,0.0,Instore,Los Angeles
2020-05-13,Energy Drinks,MuscleMax,11.0,1.0,15.0,20.0,0.0,Online,Chicago
2020-06-03,Energy Drinks,ImmunoPro,11.0,1.0,12.5,20.0,0.0,Instore,New York
2020-05-27,Protein,ImmunoPro,0.0,0.0,9.99,25.0,0.0,Mobile App,Los Angeles
2020-12-16,Energy Drinks,SuperVita,0.0,0.0,15.0,10.0,0.0,Mobile App,Chicago
2020-04-29,Protein,SuperVita,0.0,2.0,10.99,20.0,0.0,Instore,New York
2020-05-06,Protein,SlimFast,49.0,1.0,12.5,20.0,0.0,Mobile App,New York
2020-11-11,Sleep Aids,SlimFast,11.0,0.0,10.99,20.0,0.0,Mobile App,Chicago
2020-08-19,Vitamins,SuperVita,11.0,1.0,12.5,0.0,0.0,Instore,Houston
2020-08-05,Weight Loss,DreamRest,11.0,1.0,10.99,20.0,0.0,Online,Los Angeles
2020-12-02,Immunity Boosters,SuperVita,49.0,1.0,10.99,25.0,403.8825,Mobile App,Los Angeles
2020-12-09,Immunity Boosters,SuperVita,11.0,1.0,10.99,20.0,0.0,Online,Los Angeles
2020-05-27,Vitamins,PowerFuel,0.0,1.0,9.99,20.0,0.0,Online,Chicago
2020-04-22,Immunity Boosters,MuscleMax,47.0,0.0,12.5,20.0,0.0,Instore,Los Angeles
2020-06-10,Energy Drinks,PowerFuel,11.0,2.0,12.5,0.0,0.0,Online,Phoenix
2020-02-12,Protein,SlimFast,26.0,2.0,10.99,50.0,142.87,Instore,Los Angeles
2020-03-25,Sleep Aids,PowerFuel,0.0,0.0,12.5,25.0,0.0,Mobile App,New York
2020-05-27,Vitamins,ImmunoPro,3.0,1.0,12.5,50.0,0.0,Online,New York
